id,0,1,2,3,title,speaker,group,date
m-TCLpH2NQc,-0.2860648124796703,-0.19426168949459774,-0.05182623150154106,-0.05068326731386669,"""I'M BACK"" President Trump First Rally Since BEATING Covid-19 | Full Rally | 10/12/20",trump,0,2020-10-13 00:12:48+00:00
0uvbOXfFEi8,-0.18603784878676946,0.30200845612590965,0.17348521571752282,-0.07089943393097636,Joe Biden's Body Language - Interview About Tara Reade (Full Interview),biden,3,2020-10-13 03:05:59+00:00
1qAqjHMIcCk,0.35160953152055086,-0.31901850636452556,0.23495405149090434,-0.12513161713254733,"WATCH: Vice President Pence in Waukesha, WI #Wisconsin",pence,2,2020-10-13 18:44:30+00:00
_Yj5nJpb7aw,0.24109156296113415,0.2602576841261272,-0.22533631735542464,-0.04645381613382476,Kamala Harris grills Amy Coney Barrett on health care at confirmation hearing,harris,1,2020-10-13 23:40:59+00:00
1IDMMDn2wPU,-0.2894738641720742,-0.1658693030576081,0.056722080851094085,-0.09571420600536186,"RAW VIDEO: President Donald Trump FULL SPEECH at Johnstown, PA Rally 10/13/20",trump,0,2020-10-14 02:05:52+00:00
mDkTrpxXAio,0.3551268890444766,-0.337789970768875,0.2630887034341077,-0.13882134938041416,Full Speech: Mike Pence Rallies Supporters in Grand Rapids,pence,2,2020-10-14 18:39:00+00:00
wk3dtcnujak,0.3551268890444766,-0.337789970768875,0.2630887034341077,-0.13882134938041416,"WATCH LIVE: Trump holds campaign rally in Greenville, North Carolina",trump,2,2020-10-15 18:34:41+00:00
TPYi8rZEOFo,0.3551268890444766,-0.337789970768875,0.2630887034341077,-0.13882134938041416,"President Donald Trump FULL SPEECH at Greenville, NC Rally 10/15/20",trump,2,2020-10-15 21:03:06+00:00
ytiJUCjZoNk,0.0757650451632138,0.21390085129067288,-0.037842908962857705,0.01858233120258851,Former Vice President Joe Biden Town Hall Interview,biden,1,2020-10-16 01:43:02+00:00
xjxN225zvk4,0.37330397104195767,-0.29679157619172586,0.1846397091874432,-0.00623343676022312,VP Pence in Selma (Full speech),pence,2,2020-10-16 20:12:51+00:00
AGZhU6oQUoY,-0.38525273181539516,-0.13726068392488391,0.056694290501906865,-0.04326837539880963,Trump speaks at  'Make America Great Again' rally in Georgia,trump,0,2020-10-17 01:18:29+00:00
I-8BtQg6F2A,-0.07734495795239231,0.18392468320091798,0.14164884191270558,-0.18095277911062765,War Room: Pandemic Ep 443 -The CCP's Ownership of Joe Biden Pt.1 (w/ Rudy Giuliani),biden,3,2020-10-17 16:16:42+00:00
OPjIQToF1F8,0.37330397104195767,-0.29679157619172586,0.1846397091874432,-0.00623343676022312,Full speech: President Trump holds campaign rally in Muskegon,trump,2,2020-10-18 14:25:34+00:00
oo27oChHUdM,0.05069161834342917,0.3008789498754603,0.014815723011859133,0.17053981122940245,President Trump Newport Beach Supporters Emptied On To Via Lido on DAN-O-VISION...,trump,1,2020-10-19 06:26:33+00:00
dx1PDSKMl6s,-0.13371653350245472,0.4505623534064144,0.4196250484393873,-0.0689846950955289,Noam Chomsky / Bad Faith Debate on Voting for Biden (ft. Ben Burgis),biden,3,2020-10-19 16:00:30+00:00
ZCTtBFeuZPc,0.18660160531751685,0.2593308844287258,-0.10163147192227301,0.025585297643845623,"Kamala Harris Early Vote Mobilization Event in Orlando, Florida",harris,1,2020-10-19 16:42:22+00:00
ngxj1TFPx_Q,0.30037079076178036,-0.34535159919331865,0.20100375113468869,-0.1047282491150765,Pence campaigns in Pennsylvania,pence,2,2020-10-19 21:27:48+00:00
bxuykoOlwjA,-0.2603376476803453,-0.18079014137248556,0.0153533983891804,-0.03328651941113338,"Trump blasts Joe Biden, mocks Kamala Harris at Tucson, Arizona rally | FULL",harris,0,2020-10-20 01:00:12+00:00
0WXz80eghKE,0.18660160531751685,0.2593308844287258,-0.10163147192227301,0.025585297643845623,Trump’s First Term Trips Abroad | The Daily Show,trump,1,2020-10-20 13:00:00+00:00
rKLOPv09e7c,-0.2963552727765227,-0.18020519274208477,0.06175523463922866,-0.05697471549510715,"""TIME TO WIN"" President Trump FULL RALLY In Erie, Pennsylvania",trump,0,2020-10-21 00:51:11+00:00
tes38JVOLM0,-0.0917431395416012,0.2765908703469807,0.07383119934339846,-0.04597529307325281,"Kamala Harris gets REAL with CJ McCollum, Donovan Mitchell, and Tobias: Remaking America Roundtable",harris,3,2020-10-21 01:47:37+00:00
M0isGisBGsQ,0.00907924223876683,0.3050733360677093,-0.014468136159348645,0.03936755720602014,Social Media and the Hunter Biden Report,biden,1,2020-10-21 10:07:20+00:00
X_GInHCSOEc,0.3562596850303684,-0.32794046001916827,0.1993165229058937,-0.0781371164260966,VP Pence holds 'Make America Great Again!' event,pence,2,2020-10-21 18:55:50+00:00
W6QWULSog5I,0.03259074140132428,0.009910266780898049,-0.06596633758169011,-0.23506475022114653,Former President Obama speaks in Philadelphia for Biden-Harris campaign — 10/21/2020,harris,1,2020-10-21 22:35:02+00:00
qFmTXoNnUks,-0.22946798357954645,0.13310440663803086,0.07431534930944775,-0.14643860787640953,Trump releases 60 Minutes interview FULL on the #LieStream,trump,3,2020-10-22 17:23:25+00:00
HNJ1n0nBb8k,0.30751467093900475,-0.34495266917801765,0.22658142848521096,-0.12092557775210071,"Pence BLASTS Biden, Harris in campaign speech | FULL REMARKS",biden,2,2020-10-22 19:04:34+00:00
Xwx_9f1zxjk,0.2963011348992018,-0.35306529044823903,0.22678389930538742,-0.1183899858085557,"Full speech: Vice President Pence holds campaign rally in Waterford Township, Michigan",pence,2,2020-10-22 21:49:39+00:00
3NUl7qoedtw,0.03259074140132428,0.009910266780898049,-0.06596633758169011,-0.23506475022114653,President Trump's '60 Minutes' interview,trump,1,2020-10-22 23:37:45+00:00
VF6kAXnRMLs,0.20616153331177495,0.13505887022554466,-0.17707978699327778,-0.21037638739446649,Live: Biden Delivers Remarks on Coronavirus and the Economy | NBC News,biden,1,2020-10-23 19:22:09+00:00
eGhM2w3Wt_M,0.11220417473954403,0.08792179913196313,-0.04399949314780743,-0.0950074401447492,"Kamala Harris Democratic, vice presidential nominee, attends voting event in Atlanta",harris,1,2020-10-23 22:08:00+00:00
BmSSNWScR_c,-0.28192063383315774,-0.13905859164072384,0.0005859977489506091,0.01586901578409204,Live: President Trump Delivers Remarks In North Carolina | NBC News,trump,0,2020-10-24 18:18:52+00:00
4lGvJJKfekk,-0.10577499225977127,0.1865538108949495,0.20540260804273744,-0.1005028111306091,Reaction to Hunter Biden’s Business Partner Speaking Up,biden,3,2020-10-24 19:04:05+00:00
RzKt6YTnbuk,-0.3530085728271757,-0.15865903854924318,0.06675817177888396,-0.06617453049884363,"President Donald Trump FULL SPEECH at Circleville, OH Rally 10/24/20",trump,0,2020-10-25 04:40:11+00:00
KrI1V281Wl4,-0.3530085728271757,-0.15865903854924318,0.06675817177888396,-0.06617453049884363,"FULL LIVE EVENT Vice President Mike Pence Lakeland, Florida 10/24/2020",pence,0,2020-10-25 10:24:34+00:00
8fjmmw7TNPY,-0.11400669189725057,0.22914887731572325,0.13348160696619055,-0.21312111007539108,Talk Time 🔴 Watch Joe Biden’s Full Interview With Craig Melvin   TODAY,biden,3,2020-10-26 07:19:29+00:00
qJVhGXSZO9Y,0.050066667951767375,0.2668776987469292,0.15408526778879417,0.18849566635022197,Donald and Melania Trump: A Love Story for the Ages | The Daily Social Distancing Show,trump,1,2020-10-26 13:00:10+00:00
YW6-9VaGi8A,-0.3228966938907415,-0.16513658247284574,0.06561655899516665,-0.09500582625573352,"President Donald Trump FULL SPEECH at Allentown, PA Rally 10/26/20",trump,0,2020-10-27 00:00:17+00:00
JRdM3pnYez8,0.18253541302969706,0.11756305907062187,-0.22128772727920193,-0.049482798108398784,Biden Delivers Remarks In Georgia | NBC News,biden,1,2020-10-27 18:11:36+00:00
