id,0,1,2,3,title,speaker,group,date
A9D_RLWyxZU,0.0013545649790155845,0.17762029658756864,-0.07237429813393352,-0.1678424598425075,Jaime Harrison mops the floor with Lindsey Graham - South Carolina Debate,harris,3,2020-10-04 07:17:42+00:00
ewsgkvAOrNU,0.14660489561793702,0.31185444575383575,-0.06247572571660199,0.011141912435632216,President Trump’s Doctor Provides Health Update from Walter Reed | NBC News,trump,1,2020-10-04 16:03:37+00:00
LADHrlBeygs,-0.17822563135072428,0.5237846202009367,0.5155152364751513,0.3302067306232982,ROARR 98.7 EPISODE OO7: ALEX HARRIS,harris,3,2020-10-04 23:43:20+00:00
AvbHCvg2DS4,0.05843875559794025,0.4718293368748771,0.23409374254173237,-0.16458198056335147,White House physician provides update on Trump's condition - 10/5 (FULL LIVE STREAM),trump,3,2020-10-05 19:39:35+00:00
sKCkM-f2Qk4,-0.17822563135072428,0.5237846202009367,0.5155152364751513,0.3302067306232982,LIVE: Trump Returns to the White House With Covid-19 and Without a Face Mask | Happening Today,trump,3,2020-10-06 03:16:46+00:00
NKbhNPHxGdI,-0.17822563135072428,0.5237846202009367,0.5155152364751513,0.3302067306232982,FULL VIDEO: Joe Biden delivers address on national unity,biden,3,2020-10-06 20:58:17+00:00
MKM9x-Jo52A,0.15996823205862118,0.22658157404775167,-0.08753626603497963,-0.0521092824854158,In The Loop: Kamala Harris' Record & Can COVID Treatments Impact President's Brain Function?,harris,1,2020-10-06 23:45:09+00:00
yortSGqDpIc,-0.17822563135072428,0.5237846202009367,0.5155152364751513,0.3302067306232982,Trump backs out of relief talks as he continues to downplay virus,trump,3,2020-10-07 01:21:31+00:00
V07gmROzkEg,0.279544723913418,-0.09925886385116202,0.13071232004074418,0.12287191660433397,Pence attends a 'Make America Great Again!' event in Nevada,pence,2,2020-10-08 17:45:28+00:00
sNzvRHEU4P0,0.025348024248713692,0.2483856533612175,0.06464852430094946,-0.02055832387336504,"How I know BLM is Full of Crap: Kamala Harris, Joe Biden Far Worse than Trump on Justice Reform",harris,3,2020-10-08 18:36:41+00:00
LQfA87Jx_bM,0.34962186698457737,-0.15570099221642916,0.14404470772022798,0.14467700762935803,Mike Pence holds 'Make American Great Again' event in Arizona,pence,2,2020-10-08 21:44:24+00:00
OR7aIiZgkSU,-0.2660685454011037,0.3033627529783244,0.3591837540812426,0.09631700768758386,"LisaRaye, Trump's COVID-19, ""Tiny"" Harris, and More! FULL EPISODE | #WindDownWeekend",harris,3,2020-10-09 12:00:11+00:00
FJVZlbmDaBo,0.279544723913418,-0.09925886385116202,0.13071232004074418,0.12287191660433397,President Trump Rally On Rush Limbaugh's Show - 09/10/20 (FULL),trump,2,2020-10-09 19:51:05+00:00
TzbdHgSRufE,0.34962186698457737,-0.15570099221642916,0.14404470772022798,0.14467700762935803,Biden & Harris full campaign speeches HD 10/8/2020,biden,2,2020-10-10 01:55:32+00:00
K39Emjp4wJ0,0.029706292027942303,0.2238144655027135,-0.061120156556977855,-0.13897770649423583,Lindsey Graham Jaime Harrison debate forum: full video,harris,3,2020-10-10 02:48:25+00:00
zb6x9zCKM3Q,0.4173610651025835,-0.3321988416215975,0.19213644044365374,-0.04554155633799123,"WATCH Full Speech: Vice President Mike Pence hosts a ""Latinos for Trump"" event in Orlando.",pence,2,2020-10-10 18:25:43+00:00
5iCeLlyYWf0,0.02375117119154984,0.0026695319449468982,-0.018145647912778628,-0.2344060105127458,Live: Biden Holds Campaign Event In Pennsylvania  | NBC News,biden,1,2020-10-10 21:33:38+00:00
CavJXOg8HnY,0.35994586220208746,-0.33314601513025827,0.2204636509844263,-0.10229082411647603,#LiveStream #USElections2020 #Pence holds campaign rally at The Villages in Florida | 10-10-20,pence,2,2020-10-10 21:52:13+00:00
7Ol3RSIykPc,-0.16531028002000459,0.45830364431861,0.34690830101635184,-0.017181084582167275,How Facebook opened Pandora’s box - Tristan Harris | Andrew Yang | Yang Speaks,harris,3,2020-10-12 12:00:11+00:00
qW_3MeSdkM4,0.35994586220208746,-0.33314601513025827,0.2204636509844263,-0.10229082411647603,The Trump Administration's First Term Corruption | The Daily Show,trump,2,2020-10-12 13:00:09+00:00
TJg2XSz82QU,0.1206633958739627,-0.05627687309072461,-0.05461680462556129,-0.18446680403496882,Joe Biden holds drive-in rally at UAW Local 14 in Toledo | FULL RALLY,biden,1,2020-10-12 18:46:22+00:00
